DATE,Target,Close_HankookTire(-1),Close_HankookTire(-2),Close_UHAN(-1),Close_UHAN(-2),Close_KIA(-1),Close_KIA(-2),Close_SKHynix(-1),Close_SKHynix(-2),Close_HDConstruct(-1),Close_HDConstruct(-2),Close_SSInsurance(-1),Close_SSInsurance(-2),Close_HDsteel(-1),Close_HDsteel(-2),Close_HDMotors(-1),Close_HDMotors(-2),Close_POSCO(-1),Close_POSCO(-2),Close_SSElectronics(-1),Close_SSElectronics(-2),Close_SSSDI(-1),Close_SSSDI(-2),Close_SSElectric(-1),Close_SSElectric(-2),Close_HDHeavy(-1),Close_HDHeavy(-2),Close_LotteChemical(-1),Close_LotteChemical(-2),Close_HDMobis(-1),Close_HDMobis(-2),Close_SKTelecom(-1),Close_SKTelecom(-2),Close_SSCNT(-1),Close_SSCNT(-2),Close_SSLife(-1),Close_SSLife(-2),Close_LGD(-1),Close_LGD(-2),Close_Naver(-1),Close_Naver(-2),Close_KAKAO(-1),Close_KAKAO(-2),Close_LGChem(-1),Close_LGChem(-2),Close_ShinhanHolding(-1),Close_ShinhanHolding(-2),Close_LGElectronics(-1),Close_LGElectronics(-2),Close_Celtrion(-1),Close_Celtrion(-2),Close_HDGlovis(-1),Close_HDGlovis(-2),Close_AmorePacific(-1),Close_AmorePacific(-2),Close_SKInnovation(-1),Close_SKInnovation(-2),Close_KBFinance(-1),Close_KBFinance(-2),Close_EMart(-1),Close_EMart(-2)
2016.10.27,81300,56100,56800,252500,253500,41450,41650,42900,41050,42250,44400,287000,294500,51200,53100,137500,138000,248000,249000,1567000,1597000,89300,92300,47250,47800,148000,155500,300000,310500,259500,267000,230000,231500,166000,169000,108000,111500,29950,29800,848000,837000,80900,82300,242000,248500,43350,44150,50300,50100,105500,103700,178500,181000,357000,345500,155000,158000,42950,43900,165500,165500
2016.10.28,79600,56900,56100,252500,252500,41650,41450,43000,42900,42250,42250,293500,287000,50800,51200,138000,137500,243000,248000,1573000,1567000,90000,89300,48000,47250,149500,148000,300000,300000,259000,259500,232500,230000,164000,166000,110500,108000,29600,29950,859000,848000,81300,80900,245500,242000,43850,43350,49150,50300,106900,105500,182500,178500,364000,357000,155000,155000,42800,42950,165500,165500
2016.10.31,76400,56300,56900,214000,252500,41150,41650,42450,43000,41050,42250,293500,293500,49950,50800,140500,138000,235500,243000,1614000,1573000,93000,90000,48350,48000,145500,149500,299000,300000,264500,259000,224500,232500,165000,164000,110000,110500,28300,29600,860000,859000,79600,81300,241500,245500,43600,43850,47600,49150,104500,106900,179000,182500,360000,364000,155500,155000,41950,42800,164500,165500
2016.11.1,74600,55200,56300,210000,214000,40700,41150,41000,42450,41450,41050,291500,293500,49400,49950,140000,140500,237000,235500,1639000,1614000,94300,93000,47100,48350,145500,145500,288500,299000,274000,264500,223500,224500,161500,165000,110500,110000,27300,28300,857000,860000,76400,79600,246500,241500,43850,43600,47800,47600,106200,104500,173500,179000,359000,360000,151500,155500,42300,41950,162500,164500
2016.11.2,71300,55500,55200,213500,210000,40850,40700,42000,41000,40500,41450,282500,291500,49600,49400,141500,140000,238000,237000,1652000,1639000,94600,94300,46550,47100,140000,145500,294000,288500,270000,274000,226000,223500,157000,161500,109000,110500,27800,27300,847000,857000,74600,76400,244500,246500,43600,43850,47350,47800,106100,106200,175000,173500,360500,359000,156000,151500,41950,42300,161500,162500
2016.11.3,71400,56500,55500,208000,213500,40850,40850,41000,42000,40050,40500,284000,282500,48500,49600,139500,141500,234000,238000,1643000,1652000,93400,94600,45400,46550,139500,140000,289500,294000,269000,270000,223500,226000,154000,157000,108000,109000,27550,27800,826000,847000,71300,74600,243000,244500,42950,43600,47400,47350,105800,106100,172000,175000,350000,360500,158500,156000,41000,41950,159000,161500
2016.11.4,73200,56500,56500,212000,208000,41150,40850,41150,41000,41650,40050,284000,284000,48500,48500,136500,139500,237000,234000,1616000,1643000,93900,93400,45950,45400,138500,139500,294500,289500,267000,269000,223500,223500,152000,154000,108500,108000,27500,27550,812000,826000,71400,71300,245000,243000,43400,42950,47500,47400,107700,105800,172500,172000,357000,350000,156500,158500,41000,41000,159000,159000
2016.11.7,73700,57300,56500,214000,212000,41000,41150,41200,41150,40900,41650,284000,284000,48400,48500,136000,136500,238000,237000,1627000,1616000,93700,93900,45600,45950,137000,138500,291500,294500,265000,267000,226000,223500,147500,152000,107000,108500,26800,27500,789000,812000,73200,71400,244500,245000,43300,43400,47100,47500,107100,107700,173500,172500,357500,357000,154000,156500,40400,41000,160000,159000
2016.11.8,74300,55600,57300,217000,214000,40900,41000,41500,41200,41150,40900,285500,284000,49550,48400,137000,136000,244000,238000,1640000,1627000,94800,93700,47800,45600,143500,137000,302000,291500,265500,265000,223500,226000,150500,147500,108000,107000,26600,26800,820000,789000,73700,73200,250000,244500,43400,43300,47350,47100,108200,107100,173500,173500,357500,357500,155000,154000,40850,40400,160500,160000
2016.11.9,71300,56800,55600,214500,217000,41450,40900,41500,41500,42300,41150,285000,285500,49650,49550,138500,137000,242500,244000,1644000,1640000,94800,94800,48000,47800,145000,143500,302000,302000,268000,265500,221000,223500,150500,150500,104500,108000,27450,26600,815000,820000,74300,73700,252500,250000,42550,43400,47750,47350,107900,108200,176500,173500,358000,357500,154500,155000,40650,40850,172000,160500
2016.11.10,79700,56900,56800,209500,214500,39850,41450,39650,41500,40950,42300,286500,285000,47750,49650,134000,138500,231500,242500,1596000,1644000,93500,94800,47000,48000,138000,145000,291000,302000,263500,268000,218500,221000,144500,150500,104500,104500,26200,27450,805000,815000,71300,74300,242000,252500,42100,42550,45700,47750,102000,107900,168500,176500,362000,358000,152500,154500,40650,40650,177500,172000
2016.11.11,77800,55300,56900,224000,209500,38100,39850,41000,39650,43700,40950,294000,286500,48100,47750,129000,134000,247000,231500,1649000,1596000,93700,93500,47950,47000,146000,138000,304000,291000,248000,263500,220000,218500,150000,144500,105500,104500,27200,26200,806000,805000,79700,71300,241000,242000,44000,42100,46700,45700,106700,102000,159500,168500,380000,362000,161500,152500,41950,40650,184500,177500
2016.11.14,75800,53600,55300,220000,224000,38000,38100,39850,41000,44200,43700,298000,294000,49650,48100,131500,129000,249500,247000,1598000,1649000,92300,93700,46850,47950,145000,146000,310500,304000,245000,248000,218500,220000,146500,150000,110500,105500,26900,27200,760000,806000,77800,79700,236500,241000,45600,44000,45750,46700,104600,106700,157500,159500,366000,380000,159500,161500,42500,41950,185000,184500
2016.11.15,76000,53200,53600,217000,220000,37600,38000,39700,39850,43950,44200,302000,298000,50500,49650,132000,131500,252000,249500,1553000,1598000,92200,92300,46800,46850,147500,145000,321000,310500,243000,245000,217000,218500,145000,146500,115000,110500,26950,26900,746000,760000,75800,77800,235500,236500,45050,45600,46400,45750,103900,104600,157000,157500,356000,366000,159000,159500,41900,42500,182000,185000
2016.11.16,80300,51500,53200,213500,217000,36950,37600,39700,39700,44850,43950,294000,302000,50700,50500,130500,132000,254000,252000,1539000,1553000,94800,92200,49900,46800,146500,147500,318500,321000,242500,243000,217500,217000,143500,145000,113500,115000,26500,26950,744000,746000,76000,75800,240500,235500,45150,45050,47050,46400,102900,103900,156000,157000,353000,356000,161000,159000,41900,41900,180000,182000
2016.11.17,81000,52200,51500,215500,213500,37000,36950,40850,39700,44600,44850,288000,294000,49950,50700,131000,130500,253500,254000,1558000,1539000,94700,94800,49050,49900,153500,146500,317500,318500,242500,242500,217000,217500,144000,143500,112000,113500,27550,26500,751000,744000,80300,76000,238000,240500,44500,45150,47000,47050,105100,102900,159000,156000,353000,353000,156500,161000,41200,41900,182500,180000
2016.11.18,80700,51200,52200,213000,215500,36650,37000,41900,40850,44300,44600,290000,288000,49650,49950,132000,131000,253000,253500,1568000,1558000,95300,94700,48850,49050,158000,153500,316000,317500,241500,242500,217000,217000,141500,144000,116000,112000,27800,27550,745000,751000,81000,80300,239500,238000,43750,44500,46850,47000,103900,105100,161500,159000,352000,353000,155500,156500,40500,41200,184500,182500
2016.11.21,79000,51800,51200,210000,213000,36650,36650,42000,41900,43550,44300,293500,290000,49800,49650,129500,132000,253000,253000,1586000,1568000,93400,95300,48100,48850,157000,158000,316500,316000,239500,241500,219500,217000,138500,141500,115500,116000,28500,27800,771000,745000,80700,81000,233500,239500,44150,43750,46850,46850,103500,103900,159500,161500,346000,352000,152000,155500,40800,40500,181000,184500
2016.11.22,81800,52600,51800,201500,210000,37000,36650,40750,42000,43050,43550,296500,293500,49100,49800,133500,129500,253000,253000,1593000,1586000,92900,93400,48150,48100,156000,157000,321000,316500,243500,239500,220000,219500,141500,138500,116000,115500,27900,28500,786000,771000,79000,80700,230500,233500,43950,44150,46050,46850,102900,103500,160000,159500,333000,346000,152000,152000,40350,40800,181000,181000
2016.11.23,81900,53300,52600,198500,201500,36950,37000,42700,40750,43000,43050,293500,296500,50900,49100,133500,133500,258500,253000,1640000,1593000,93500,92900,47650,48150,154500,156000,327500,321000,242000,243500,220000,220000,140500,141500,114000,116000,28250,27900,810000,786000,81800,79000,232500,230500,43150,43950,45900,46050,102900,102900,161500,160000,334000,333000,157500,152000,40750,40350,186500,181000
2016.11.24,80700,54100,53300,195500,198500,36750,36950,43050,42700,44400,43000,300000,293500,51900,50900,134000,133500,263000,258500,1649000,1640000,93900,93500,47000,47650,155500,154500,329500,327500,248000,242000,226000,220000,136500,140500,116500,114000,28750,28250,795000,810000,81900,81800,234500,232500,44350,43150,46600,45900,103000,102900,161500,161500,328500,334000,158000,157500,41850,40750,186500,186500
2016.11.25,81300,54500,54100,194000,195500,36950,36750,42650,43050,42850,44400,299000,300000,51500,51900,135000,134000,264500,263000,1650000,1649000,90200,93900,45850,47000,152000,155500,325500,329500,250000,248000,226500,226000,131500,136500,116500,116500,28500,28750,802000,795000,80700,81900,219500,234500,44100,44350,46000,46600,103200,103000,162500,161500,321000,328500,158000,158000,41800,41850,184500,186500
2016.11.28,79400,52900,54500,195500,194000,36900,36950,42600,42650,41750,42850,299500,299000,51400,51500,136000,135000,263500,264500,1650000,1650000,90700,90200,46150,45850,149000,152000,322000,325500,251500,250000,226000,226500,134000,131500,116500,116500,28400,28500,805000,802000,81300,80700,222500,219500,43950,44100,45800,46000,104000,103200,161500,162500,324500,321000,156000,158000,41950,41800,183000,184500
2016.11.29,79800,54800,52900,195000,195500,37050,36900,42600,42600,41750,41750,301500,299500,50700,51400,135000,136000,258500,263500,1677000,1650000,91500,90700,46300,46150,147500,149000,323500,322000,251500,251500,222500,226000,139000,134000,116500,116500,28500,28400,808000,805000,79400,81300,224500,222500,43650,43950,45300,45800,102900,104000,162500,161500,323500,324500,154500,156000,41950,41950,182000,183000
2016.11.30,77700,54500,54800,194000,195000,37150,37050,42400,42600,41050,41750,301500,301500,51000,50700,134500,135000,252000,258500,1677000,1677000,93000,91500,46500,46300,143000,147500,323500,323500,247000,251500,223500,222500,127000,139000,115500,116500,28150,28500,801000,808000,79800,79400,226000,224500,43700,43650,45350,45300,103000,102900,159500,162500,341500,323500,156500,154500,42050,41950,188000,182000
2016.12.1,76700,54200,54500,197000,194000,37400,37150,42900,42400,39350,41050,293000,301500,49900,51000,133000,134500,249500,252000,1746000,1677000,92300,93000,46300,46500,142000,143000,321500,323500,249000,247000,226000,223500,128000,127000,114000,115500,28000,28150,798000,801000,77700,79800,226500,226000,44100,43700,44900,45350,102400,103000,159000,159500,328000,341500,152500,156500,42100,42050,188000,188000
2016.12.2,75300,54900,54200,192500,197000,37150,37400,44200,42900,41000,39350,288000,293000,51700,49900,132000,133000,251000,249500,1749000,1746000,91800,92300,46750,46300,150000,142000,340000,321500,254000,249000,224500,226000,128000,128000,116000,114000,28400,28000,764000,798000,76700,77700,229500,226500,43900,44100,46250,44900,101400,102400,150000,159000,319000,328000,153500,152500,41850,42100,193500,188000
2016.12.5,74700,54800,54900,192500,192500,37200,37150,44400,44200,41700,41000,286000,288000,51400,51700,133500,132000,253000,251000,1727000,1749000,91300,91800,46600,46750,152000,150000,338500,340000,251000,254000,228000,224500,125500,128000,116000,116000,27900,28400,755000,764000,75300,76700,231500,229500,43850,43900,46350,46250,99600,101400,150500,150000,307500,319000,152000,153500,42000,41850,190000,193500
2016.12.6,75100,55200,54800,191000,192500,37350,37200,44400,44400,40200,41700,286500,286000,52600,51400,134000,133500,249500,253000,1718000,1727000,89800,91300,46000,46600,150500,152000,334000,338500,250500,251000,228000,228000,126000,125500,117500,116000,27800,27900,764000,755000,74700,75300,233000,231500,43000,43850,46000,46350,100100,99600,149000,150500,313000,307500,152000,152000,41400,42000,189500,190000
2016.12.7,75100,56100,55200,191500,191000,38000,37350,45200,44400,40750,40200,291500,286500,53100,52600,136500,134000,258500,249500,1748000,1718000,89900,89800,46250,46000,153500,150500,350500,334000,255000,250500,229000,228000,129000,126000,117500,117500,29100,27800,756000,764000,75100,74700,242000,233000,43000,43000,47100,46000,100000,100100,154000,149000,312000,313000,153500,152000,40850,41400,191000,189500
2016.12.8,76300,54000,56100,187000,191500,37650,38000,45250,45200,41050,40750,288000,291500,53400,53100,136500,136500,263000,258500,1772000,1748000,90700,89900,45750,46250,150000,153500,349500,350500,250500,255000,231500,229000,129500,129000,116500,117500,29850,29100,750000,756000,75100,75100,244000,242000,44800,43000,46950,47100,98700,100000,151000,154000,313000,312000,152000,153500,41850,40850,188000,191000
2016.12.9,79400,56800,54000,193500,187000,38900,37650,46250,45250,41700,41050,290000,288000,55300,53400,142000,136500,279000,263000,1790000,1772000,94500,90700,45350,45750,154000,150000,363000,349500,260500,250500,231500,231500,127500,129500,118000,116500,30300,29850,804000,750000,76300,75100,252000,244000,47300,44800,47500,46950,98300,98700,154500,151000,317000,313000,155000,152000,44400,41850,195000,188000
2016.12.12,79600,55700,56800,196500,193500,39050,38900,45500,46250,40750,41700,290000,290000,55300,55300,144000,142000,279000,279000,1780000,1790000,93900,94500,45700,45350,152500,154000,360000,363000,259000,260500,231000,231500,126500,127500,117000,118000,30350,30300,800000,804000,79400,76300,251500,252000,47050,47300,47950,47500,100400,98300,155500,154500,318500,317000,151500,155000,43400,44400,194500,195000
2016.12.13,79200,56100,55700,197000,196500,38850,39050,45300,45500,43400,40750,289000,290000,56300,55300,144500,144000,282500,279000,1752000,1780000,96300,93900,45550,45700,156500,152500,351500,360000,261500,259000,230500,231000,127000,126500,117500,117000,29550,30350,792000,800000,79600,79400,249500,251500,47100,47050,48150,47950,100800,100400,153500,155500,324500,318500,153500,151500,43700,43400,192000,194500
2016.12.14,78700,57200,56100,208500,197000,39600,38850,44950,45300,44050,43400,292500,289000,56300,56300,145000,144500,268000,282500,1766000,1752000,97800,96300,45750,45550,157500,156500,358500,351500,262000,261500,232500,230500,129500,127000,117500,117500,30350,29550,786000,792000,79200,79600,254500,249500,46150,47100,48850,48150,103500,100800,154000,153500,321500,324500,154500,153500,43100,43700,193500,192000
2016.12.15,78100,57300,57200,205000,208500,39600,39600,45850,44950,42350,44050,298000,292500,55400,56300,143500,145000,271000,268000,1777000,1766000,97700,97800,45950,45750,153500,157500,348000,358500,264500,262000,229500,232500,129000,129500,116000,117500,30300,30350,785000,786000,78700,79200,247000,254500,47550,46150,48300,48850,104600,103500,153500,154000,325000,321500,153500,154500,43050,43100,193500,193500
2016.12.16,77500,57100,57300,207500,205000,39200,39600,45600,45850,43500,42350,289500,298000,56700,55400,142000,143500,268500,271000,1759000,1777000,102000,97700,46200,45950,152000,153500,354500,348000,263500,264500,230000,229500,129500,129000,115500,116000,30950,30300,786000,785000,78100,78700,253000,247000,46200,47550,48150,48300,106000,104600,151500,153500,325000,325000,154500,153500,42650,43050,193000,193500
2016.12.19,78200,56300,57100,205000,207500,39250,39200,46400,45600,43050,43500,295000,289500,56200,56700,139500,142000,265500,268500,1793000,1759000,104000,102000,45900,46200,149500,152000,350000,354500,258000,263500,232000,230000,126500,129500,115000,115500,30900,30950,806000,786000,77500,78100,251000,253000,47600,46200,47850,48150,107600,106000,152000,151500,325500,325000,152000,154500,44100,42650,194000,193000
2016.12.20,76900,57800,56300,203500,205000,39250,39250,45150,46400,42100,43050,298000,295000,55800,56200,142000,139500,258500,265500,1795000,1793000,107500,104000,47550,45900,149500,149500,348000,350000,257500,258000,229000,232000,128000,126500,115000,115000,30500,30900,800000,806000,78200,77500,259500,251000,47350,47600,47700,47850,107600,107600,150000,152000,325000,325500,149000,152000,44250,44100,191000,194000
2016.12.21,76100,57700,57800,203500,203500,39350,39250,45150,45150,42800,42100,294000,298000,57800,55800,143500,142000,259000,258500,1812000,1795000,110000,107500,47950,47550,150500,149500,344500,348000,259000,257500,231000,229000,127500,128000,115000,115000,30550,30500,787000,800000,76900,78200,258500,259500,47250,47350,47800,47700,105000,107600,152500,150000,321500,325000,146500,149000,44000,44250,192500,191000
2016.12.22,74800,56700,57700,204500,203500,39250,39350,45000,45150,43100,42800,275500,294000,59000,57800,143500,143500,264000,259000,1805000,1812000,108000,110000,47750,47950,151500,150500,350500,344500,265000,259000,230000,231000,132500,127500,111500,115000,31500,30550,779000,787000,76100,76900,263500,258500,47700,47250,48200,47800,103000,105000,155000,152500,318000,321500,146500,146500,44000,44000,186000,192500
2016.12.23,75000,56000,56700,202000,204500,38800,39250,45500,45000,43200,43100,275500,275500,59000,59000,142000,143500,261500,264000,1809000,1805000,106500,108000,48100,47750,149000,151500,347500,350500,267000,265000,230500,230000,130500,132500,114000,111500,31400,31500,773000,779000,74800,76100,264000,263500,47300,47700,49400,48200,102300,103000,155500,155000,317000,318000,146500,146500,44000,44000,186000,186000
2016.12.26,75100,57100,56000,205000,202000,39100,38800,46300,45500,43000,43200,273000,275500,59200,59000,144000,142000,264500,261500,1782000,1809000,108500,106500,49400,48100,148500,149000,356000,347500,266500,267000,230500,230500,128500,130500,114500,114000,31300,31400,768000,773000,75000,74800,266500,264000,46800,47300,49650,49400,104000,102300,155000,155500,322500,317000,146500,146500,43550,44000,184500,186000
2016.12.27,74800,56700,57100,211500,205000,39000,39100,45650,46300,43150,43000,272500,273000,57000,59200,144500,144000,256000,264500,1798000,1782000,108500,108500,49350,49400,146000,148500,347000,356000,264000,266500,231000,230500,126500,128500,114500,114500,32000,31300,765000,768000,75100,75000,263000,266500,47250,46800,50900,49650,106100,104000,154500,155000,322500,322500,149500,146500,43600,43550,185500,184500
2016.12.28,75500,57800,56700,213500,211500,39500,39000,45650,45650,43350,43150,274000,272500,57800,57000,144500,144500,258500,256000,1799000,1798000,109500,108500,50300,49350,145000,146000,354500,347000,267500,264000,231000,231000,124500,126500,115000,114500,31400,32000,772000,765000,74800,75100,266500,263000,47550,47250,50900,50900,106300,106100,154000,154500,323500,322500,152000,149500,43400,43600,186500,185500
2016.12.29,77000,57000,57800,199500,213500,38950,39500,45350,45650,43050,43350,271000,274000,57600,57800,143500,144500,255500,258500,1788000,1799000,107500,109500,50400,50300,147500,145000,363500,354500,259000,267500,224500,231000,125500,124500,113500,115000,31800,31400,763000,772000,75500,74800,261000,266500,45750,47550,51500,50900,106500,106300,152500,154000,316500,323500,148000,152000,43300,43400,182000,186500
2017.1.2,76700,58000,57000,199500,199500,39250,38950,44700,45350,42800,43050,268500,271000,57000,57600,146000,143500,257500,255500,1802000,1788000,109000,107500,50800,50400,145500,147500,369000,363500,264000,259000,224000,224500,125500,125500,112500,113500,31450,31800,775000,763000,77000,75500,261000,261000,45250,45750,51600,51500,107400,106500,154500,152500,321500,316500,146500,148000,42800,43300,183000,182000
2017.1.3,80000,57800,58000,199000,199500,39500,39250,45800,44700,42800,42800,264500,268500,58500,57000,150000,146000,260500,257500,1805000,1802000,106000,109000,50500,50800,147500,145500,383500,369000,271500,264000,225500,224000,125500,125500,110000,112500,31150,31450,777000,775000,76700,77000,253000,261000,45300,45250,51600,51600,108200,107400,161500,154500,305500,321500,147000,146500,42600,42800,180500,183000
2017.1.4,84300,57400,57800,198000,199000,40750,39500,47250,45800,42550,42800,266000,264500,58800,58500,153000,150000,256000,260500,1824000,1805000,110000,106000,52100,50500,145000,147500,385500,383500,275500,271500,223000,225500,129000,125500,110000,110000,31750,31150,767000,777000,80000,76700,262000,253000,46450,45300,54300,51600,106600,108200,162500,161500,312500,305500,155000,147000,43700,42600,179500,180500
2017.1.5,84000,57700,57400,199000,198000,41300,40750,46500,47250,43850,42550,271500,266000,58600,58800,154000,153000,254500,256000,1808000,1824000,108500,110000,51700,52100,138000,145000,373500,385500,276000,275500,223000,223000,129000,129000,113000,110000,31450,31750,810000,767000,84300,80000,268500,262000,47000,46450,53800,54300,106100,106600,161000,162500,311000,312500,156000,155000,44150,43700,179000,179500
2017.1.6,83700,59800,57700,205000,199000,41100,41300,46950,46500,43350,43850,272500,271500,57300,58600,153500,154000,247500,254500,1778000,1808000,112000,108500,52000,51700,139500,138000,372000,373500,280500,276000,228000,223000,128000,129000,113500,113000,31500,31450,791000,810000,84000,84300,267500,268500,45100,47000,53600,53800,106400,106100,162000,161000,310000,311000,154000,156000,42800,44150,186500,179000
2017.1.9,82800,59800,59800,202000,205000,40750,41100,48000,46950,42650,43350,273000,272500,57200,57300,151000,153500,250000,247500,1810000,1778000,113000,112000,51900,52000,140000,139500,369500,372000,272500,280500,226500,228000,129000,128000,112500,113500,31650,31500,799000,791000,83700,84000,266000,267500,45300,45100,52600,53600,105300,106400,158000,162000,305000,310000,157000,154000,42650,42800,185500,186500
2017.1.10,82000,59500,59800,200000,202000,40350,40750,49550,48000,40750,42650,269500,273000,55600,57200,150500,151000,244000,250000,1861000,1810000,116000,113000,50700,51900,139000,140000,381500,369500,275000,272500,226000,226500,128000,129000,112500,112500,32100,31650,779000,799000,82800,83700,264500,266000,44850,45300,53600,52600,103900,105300,158000,158000,298500,305000,159000,157000,42400,42650,180000,185500
2017.1.11,83200,63300,59500,200500,200000,40500,40350,49750,49550,41200,40750,266500,269500,56600,55600,152000,150500,249500,244000,1862000,1861000,116500,116000,50700,50700,139000,139000,375000,381500,276500,275000,225000,226000,126500,128000,110500,112500,31600,32100,792000,779000,82000,82800,267500,264500,44900,44850,51800,53600,103900,103900,157000,158000,293500,298500,155500,159000,43250,42400,183000,180000
2017.1.12,81900,63000,63300,199500,200500,40300,40500,51600,49750,42050,41200,262000,266500,59900,56600,148500,152000,269000,249500,1914000,1862000,116500,116500,51500,50700,142000,139000,389500,375000,274500,276500,227500,225000,126000,126500,113000,110500,32100,31600,796000,792000,83200,82000,280000,267500,45300,44900,52000,51800,103900,103900,156500,157000,300000,293500,159500,155500,43350,43250,186500,183000
2017.1.13,83900,63900,63000,197500,199500,40550,40300,50600,51600,41700,42050,267500,262000,60300,59900,148000,148500,266500,269000,1940000,1914000,116500,116500,51900,51500,142500,142000,395500,389500,279000,274500,229000,227500,128000,126000,111000,113000,32000,32100,802000,796000,81900,83200,285000,280000,45400,45300,53300,52000,102600,103900,165000,156500,302000,300000,160500,159500,44100,43350,190500,186500
2017.1.16,82600,63100,63900,198000,197500,40550,40550,50300,50600,41750,41700,268000,267500,61100,60300,149000,148000,267500,266500,1873000,1940000,117500,116500,50800,51900,142000,142500,388500,395500,279500,279000,228500,229000,128500,128000,112000,111000,31950,32000,790000,802000,83900,81900,283000,285000,44800,45400,52900,53300,102700,102600,165000,165000,314500,302000,162000,160500,43850,44100,190500,190500
2017.1.17,81900,62300,63100,200000,198000,40500,40550,49300,50300,41400,41750,274000,268000,60900,61100,150500,149000,267500,267500,1833000,1873000,113500,117500,50500,50800,141500,142000,386000,388500,279500,279500,224500,228500,127500,128500,112000,112000,30850,31950,794000,790000,82600,83900,278500,283000,45650,44800,52800,52900,102100,102700,166000,165000,321500,314500,162000,162000,45150,43850,191500,190500
2017.1.18,81100,63000,62300,199000,200000,40700,40500,49300,49300,41250,41400,275500,274000,61100,60900,153500,150500,265000,267500,1848000,1833000,114000,113500,50600,50500,142500,141500,393500,386000,280000,279500,226000,224500,125000,127500,115500,112000,31200,30850,795000,794000,81900,82600,278500,278500,46350,45650,52400,52800,101000,102100,167000,166000,320500,321500,162000,162000,45850,45150,191500,191500
2017.1.19,82300,61000,63000,200000,199000,41150,40700,48850,49300,41000,41250,276000,275500,61000,61100,154000,153500,268000,265000,1847000,1848000,112500,114000,52600,50600,142000,142500,381000,393500,282500,280000,224500,226000,123000,125000,115500,115500,31550,31200,788000,795000,81100,81900,271500,278500,46500,46350,53700,52400,101300,101000,166500,167000,316000,320500,162500,162000,45800,45850,194500,191500
2017.1.20,80400,60300,61000,199500,200000,40800,41150,49600,48850,40000,41000,270000,276000,62000,61000,152000,154000,278000,268000,1874000,1847000,105500,112500,52200,52600,140000,142000,383500,381000,277000,282500,224000,224500,124000,123000,115000,115500,31250,31550,801000,788000,82300,81100,270500,271500,46500,46500,54500,53700,100500,101300,165000,166500,311000,316000,162500,162500,45550,45800,193500,194500
2017.1.23,79000,58700,60300,199500,199500,39750,40800,49150,49600,39400,40000,272000,270000,61200,62000,153000,152000,273000,278000,1860000,1874000,107500,105500,52900,52200,139000,140000,376500,383500,278500,277000,223000,224000,122000,124000,114500,115000,32050,31250,785000,801000,80400,82300,261000,270500,46300,46500,54100,54500,100500,100500,171000,165000,319000,311000,162000,162500,45400,45550,196500,193500
2017.1.24,78800,59000,58700,196000,199500,39400,39750,50800,49150,39550,39400,273500,272000,60400,61200,149000,153000,270500,273000,1903000,1860000,106500,107500,54200,52900,138500,139000,385500,376500,272500,278500,220500,223000,120500,122000,112000,114500,32500,32050,771000,785000,79000,80400,265500,261000,45600,46300,53400,54100,100500,100500,169500,171000,315000,319000,159500,162000,44750,45400,197500,196500
2017.1.25,76100,58100,59000,192500,196000,38400,39400,51600,50800,39850,39550,271500,273500,60400,60400,146500,149000,271000,270500,1908000,1903000,110000,106500,54700,54200,139500,138500,383500,385500,272000,272500,221500,220500,123500,120500,111500,112000,31750,32500,761000,771000,78800,79000,263000,265500,45300,45600,54100,53400,99600,100500,166000,169500,325000,315000,161500,159500,45100,44750,193500,197500
2017.1.26,77100,57500,58100,189500,192500,37500,38400,51700,51600,39200,39850,267500,271500,58200,60400,142000,146500,267500,271000,1970000,1908000,112500,110000,56600,54700,135000,139500,391000,383500,265000,272000,219000,221500,125000,123500,112000,111500,30400,31750,763000,761000,76100,78800,263500,263000,45800,45300,54200,54100,100000,99600,162500,166000,325000,325000,162000,161500,46300,45100,190000,193500
2017.1.31,77700,57300,57500,191500,189500,37750,37500,53300,51700,40500,39200,267000,267500,59300,58200,142500,142000,276000,267500,1995000,1970000,116000,112500,56400,56600,136500,135000,392500,391000,266000,265000,222500,219000,126500,125000,110000,112000,30250,30400,753000,763000,77100,76100,270000,263500,46250,45800,53200,54200,100200,100000,163500,162500,318500,325000,162000,162000,47200,46300,199500,190000
2017.2.1,78400,56600,57300,188500,191500,36400,37750,53700,53300,41550,40500,269000,267000,58200,59300,139500,142500,271000,276000,1973000,1995000,115500,116000,56700,56400,132500,136500,376500,392500,242000,266000,223000,222500,126000,126500,111000,110000,30650,30250,758000,753000,77700,77100,262000,270000,45900,46250,55400,53200,100200,100200,155500,163500,317000,318500,157000,162000,47000,47200,203000,199500
2017.2.2,77700,59200,56600,190000,188500,36500,36400,54000,53700,44200,41550,268500,269000,60800,58200,139500,139500,278000,271000,1956000,1973000,118000,115500,56700,56700,139500,132500,388500,376500,245000,242000,220000,223000,127000,126000,109000,111000,31050,30650,771000,758000,78400,77700,272500,262000,46100,45900,57900,55400,100000,100200,155000,155500,315500,317000,158500,157000,47800,47000,203500,203000
2017.2.3,78000,60300,59200,188000,190000,35700,36500,52800,54000,44950,44200,267000,268500,60500,60800,136000,139500,272500,278000,1968000,1956000,118500,118000,55900,56700,140500,139500,395500,388500,241000,245000,218000,220000,128500,127000,107500,109000,30200,31050,772000,771000,77700,78400,274500,272500,46050,46100,58300,57900,100600,100000,151500,155000,301000,315500,161000,158500,47350,47800,205000,203500
